,stars_business,Alcohol,Ambience_casual,Ambience_classy,Ambience_divey,Ambience_hipster,Ambience_intimate,Ambience_romantic,Ambience_touristy,Ambience_trendy,Ambience_upscale,BikeParking,BusinessAcceptsCreditCards,BusinessParking_garage,BusinessParking_lot,BusinessParking_street,BusinessParking_valet,BusinessParking_validated,Caters,GoodForKids,GoodForMeal_breakfast,GoodForMeal_brunch,GoodForMeal_dessert,GoodForMeal_dinner,GoodForMeal_latenight,GoodForMeal_lunch,NoiseLevel,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTakeOut,WiFi
2286,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,False,True,True,average,False,casual,False,True,1,False,True,free
2287,1.5,full_bar,False,False,False,False,False,False,False,False,False,None,True,None,None,None,None,None,False,False,None,None,None,None,None,None,very_loud,False,casual,False,False,2,False,False,no
2288,4.5,full_bar,True,False,None,False,False,False,False,True,False,True,None,False,False,True,False,False,False,False,False,False,False,True,True,True,loud,True,casual,False,True,2,False,True,free
2289,2.5,None,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,True,casual,False,True,2,False,True,no
2290,3.0,None,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,average,False,casual,False,True,1,False,True,no
2291,2.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2292,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,True,average,False,casual,False,True,2,False,True,free
2293,3.5,None,False,False,False,False,False,False,False,False,False,False,None,False,False,False,False,False,True,True,None,None,None,None,None,None,average,False,casual,True,True,2,True,True,None
2294,4.0,beer_and_wine,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,None,False,None,None,None,None,None,None,average,True,casual,False,True,2,False,False,free
2295,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,average,True,casual,False,True,1,False,True,free
2296,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,None,False,False,False,False,False,False,False,average,True,casual,False,True,2,False,True,free
2297,4.0,beer_and_wine,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,False,casual,False,True,1,False,True,free
2298,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,None,None,None,None,None,None,loud,True,casual,False,True,2,False,True,free
2299,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,None,False,True,False,False,False,False,False,False,False,False,False,True,False,average,False,casual,True,True,2,True,True,free
2300,4.0,full_bar,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,average,True,casual,True,True,2,True,True,free
2301,2.0,full_bar,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,None,None,None,None,None,None,average,False,casual,False,True,2,False,True,None
2302,4.5,None,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,average,False,casual,False,True,2,False,True,free
2303,2.5,None,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,None,True,False,False,False,False,False,True,quiet,True,casual,False,True,2,False,True,free
2304,3.0,None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,None,True,None,None,None,None,None,None,average,False,casual,False,True,2,False,True,None
2305,4.0,beer_and_wine,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,None,True,True,False,False,False,False,True,average,False,casual,False,True,1,False,False,no
2306,3.5,full_bar,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,no
2307,3.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,None,None,None,None,None,None,average,True,casual,False,True,2,False,True,free
2308,3.5,beer_and_wine,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,loud,False,casual,False,True,2,False,True,free
2309,4.5,full_bar,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,True,False,average,True,casual,False,True,2,False,True,free
2310,1.5,full_bar,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,False,None,None,None,None,None,None,None,False,casual,False,True,2,False,None,None
2311,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True,False,True,average,False,casual,False,True,2,False,True,free
2312,4.5,full_bar,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,average,True,casual,False,True,1,False,True,free
2313,2.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2314,4.0,beer_and_wine,None,None,None,None,None,None,None,None,None,False,True,None,None,None,None,None,False,True,None,None,None,None,None,None,quiet,False,casual,False,True,2,False,True,free
2315,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,False,False,None,None,None,None,None,None,average,False,casual,False,True,1,False,False,free
2316,4.0,full_bar,True,False,False,False,False,False,False,False,False,False,None,False,True,False,False,False,False,True,False,False,False,True,False,False,loud,True,casual,False,True,2,True,True,no
2317,2.5,beer_and_wine,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,quiet,True,casual,False,True,2,False,True,free
2318,2.5,full_bar,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,None,None,None,None,None,None,average,True,casual,False,True,2,True,True,no
2319,4.0,None,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,quiet,False,casual,False,False,1,False,True,no
2320,3.0,None,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,average,False,casual,False,True,1,False,True,no
2321,4.0,full_bar,False,False,None,False,False,False,False,True,True,False,None,True,False,True,False,False,False,True,False,True,False,True,False,True,quiet,False,casual,False,True,3,True,True,free
2322,4.0,full_bar,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,quiet,False,casual,False,True,3,True,True,no
2323,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,False,casual,True,True,1,False,True,free
2324,3.5,None,False,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,False,True,False,False,False,False,False,False,average,False,casual,False,True,1,False,True,no
2325,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,loud,True,casual,False,True,2,True,True,free
2326,4.0,full_bar,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,average,False,casual,True,True,2,True,True,free
2327,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,None,False,True,False,False,False,False,False,None,True,casual,False,True,2,False,True,no
2328,1.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2329,5.0,None,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,True,False,False,False,False,False,False,None,False,casual,False,True,2,False,True,None
2330,3.5,None,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,average,False,casual,False,True,2,False,True,no
2331,3.0,None,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,None,None,False,False,False,False,False,False,None,False,None,False,None,None,False,True,no
2332,3.0,None,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,free
2333,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,quiet,True,casual,False,True,2,True,True,free
2334,3.0,full_bar,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,None,None,None,None,None,None,None,average,False,None,None,None,None,None,True,None
2335,3.0,full_bar,False,False,False,False,False,False,False,False,False,False,None,False,False,False,False,False,True,True,False,True,False,False,False,False,quiet,True,casual,False,True,3,True,False,no
2336,3.0,None,None,None,None,None,None,None,None,None,None,None,True,False,False,False,False,False,None,True,None,None,None,None,None,None,None,None,casual,False,False,1,None,None,None
2337,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,average,False,casual,False,True,2,False,True,no
2338,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,loud,True,casual,False,True,2,False,True,free
2339,3.0,full_bar,True,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,True,True,None,None,None,None,None,None,quiet,False,casual,True,True,2,False,True,free
2340,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,average,True,casual,False,True,2,True,True,free
2341,4.0,full_bar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,average,False,casual,False,True,2,False,True,free
2342,4.5,None,False,False,False,False,False,False,False,False,False,True,False,None,None,None,None,None,None,True,None,None,None,None,None,None,None,False,casual,False,True,1,False,True,free
2343,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,True,casual,False,True,2,False,True,free
2344,2.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None
2345,4.0,full_bar,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,average,True,casual,False,True,2,True,True,free
2346,2.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,None,None,None,None,None,None,None,None,average,True,None,None,True,2,False,None,free
2347,4.0,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,quiet,True,casual,True,True,1,False,True,free
2348,3.0,None,False,False,False,False,False,False,False,False,False,True,None,False,False,False,False,False,False,True,False,False,False,False,False,False,None,False,casual,False,True,2,False,True,free
2349,4.0,beer_and_wine,True,False,None,False,False,False,False,False,False,None,None,False,False,False,False,False,False,True,True,True,True,True,True,True,average,False,casual,False,True,2,False,True,free
2350,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,average,True,casual,True,True,2,True,True,free
2351,4.0,full_bar,True,False,False,False,False,False,False,True,False,None,True,True,False,False,False,False,False,False,None,None,None,None,None,None,loud,False,casual,False,True,2,False,True,no
2352,2.5,None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,None
2353,3.5,beer_and_wine,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,True,casual,True,True,2,False,True,free
2354,4.5,full_bar,False,False,False,False,False,False,False,False,False,True,None,None,None,None,None,None,None,True,None,None,None,None,None,None,average,True,casual,True,True,2,True,False,free
2355,4.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,average,False,casual,False,True,1,False,True,no
2356,3.5,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,average,False,casual,False,True,1,True,True,no
2357,2.5,None,False,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,True,True,None,None,None,None,None,None,None,True,casual,False,False,1,False,True,None
2358,2.5,None,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,False,None,None,None,None,None,None,None,None,None,None,True,2,None,None,free
2359,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,average,True,casual,False,True,2,True,True,free
2360,4.0,None,False,False,False,False,False,False,False,False,False,False,False,None,None,None,None,None,False,True,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,no
2361,3.5,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,None,None,None,None,None,None,None,False,casual,False,True,2,True,True,free
2362,1.5,None,False,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,None,True,False,False,False,False,False,False,None,False,casual,False,True,2,False,True,None
2363,3.5,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,None,None,None,None,None,None,None,None,loud,True,None,None,True,2,False,None,free
2364,2.5,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,None,None,None,None,None,None,quiet,True,casual,False,False,2,True,True,no
2365,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,False,casual,False,True,2,True,True,no
2366,3.5,full_bar,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,2,True,True,no
2367,2.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2368,3.0,beer_and_wine,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,average,True,casual,False,True,1,False,True,free
2369,2.5,full_bar,True,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,None,True,None,None,None,None,None,None,average,True,casual,False,True,2,True,True,no
2370,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,None,False,False,True,False,False,False,False,False,False,False,True,False,False,average,True,casual,False,True,2,True,True,free
2371,4.0,full_bar,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,None,None,None,None,None,None,loud,False,casual,True,True,1,True,True,no
2372,3.0,None,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,average,False,casual,False,False,1,False,True,no
2373,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,None,False,False,False,False,False,None,True,None,None,None,None,None,None,average,False,casual,False,True,2,True,True,free
2374,2.0,None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,None,True,True,True,False,False,False,True,average,False,casual,False,True,1,False,True,free
2375,3.5,full_bar,True,False,False,False,False,False,False,True,False,True,None,False,False,True,False,False,False,False,False,False,False,True,True,False,loud,False,casual,False,True,2,True,True,free
2376,2.0,None,False,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,None,True,None,None,None,None,None,None,average,False,casual,False,True,2,False,True,no
2377,2.5,full_bar,False,False,False,False,False,False,False,False,False,True,None,False,False,False,False,False,None,True,False,False,False,False,False,False,average,True,casual,True,True,2,True,True,free
2378,3.0,None,None,None,None,None,None,None,None,None,None,True,True,None,None,None,None,None,False,True,None,None,None,None,None,None,average,False,casual,False,True,1,False,True,no
2379,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,loud,True,casual,False,True,2,False,True,free
2380,2.5,None,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,very_loud,False,casual,False,False,1,False,True,no
2381,3.0,full_bar,True,False,None,False,False,False,False,False,False,True,None,True,False,False,False,False,True,True,False,True,False,False,False,True,average,True,casual,False,True,2,True,True,free
2382,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,True,False,True,average,True,casual,False,True,2,True,True,no
2383,3.0,None,False,False,False,False,False,False,False,False,False,None,True,None,None,None,None,None,None,True,None,None,None,None,None,None,None,False,casual,True,True,1,None,True,None
2384,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,None,True,False,False,False,False,False,False,loud,False,casual,False,True,2,True,True,free
2385,3.0,full_bar,None,None,None,None,None,None,None,None,None,None,True,False,True,False,False,False,None,None,None,None,None,None,None,None,loud,True,casual,None,True,2,True,True,free
2386,3.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,None,True,False,False,True,False,False,False,average,False,casual,False,True,2,False,True,free
2387,4.0,full_bar,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,average,True,casual,False,True,2,False,True,free
2388,3.5,full_bar,True,False,False,False,False,False,False,True,False,True,None,False,False,True,False,False,False,True,False,False,False,True,False,False,average,True,casual,False,True,2,True,True,free
2389,4.0,full_bar,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,average,True,casual,False,True,2,True,True,no
2390,2.5,None,None,None,None,None,None,None,None,None,None,False,True,False,False,True,False,False,False,None,None,None,None,None,None,None,None,False,None,True,None,None,False,True,no
2391,4.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,False,casual,True,True,2,False,True,free
2392,3.0,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,average,False,casual,False,True,2,False,True,free
2393,4.0,full_bar,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,average,True,casual,False,True,2,True,True,no
2394,4.0,full_bar,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,average,False,casual,False,True,2,True,True,free
2395,2.5,None,False,False,False,False,False,False,False,False,False,False,True,None,None,None,None,None,None,True,False,False,False,False,False,False,None,True,casual,False,True,3,True,True,None
2396,2.5,full_bar,False,False,False,False,False,False,False,True,False,None,True,False,True,False,False,False,True,True,False,False,True,False,False,False,average,False,casual,False,True,2,False,True,free
2397,3.0,full_bar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,None,True,False,False,False,False,False,True,average,True,casual,False,True,2,True,True,no
2398,5.0,beer_and_wine,False,False,False,False,False,False,False,False,False,True,True,None,None,None,None,None,None,True,None,None,None,None,None,None,average,False,casual,False,True,3,True,False,paid
2399,3.5,full_bar,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,average,False,dressy,False,True,3,True,True,no
2400,2.5,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,average,True,casual,False,True,2,False,True,free
2401,4.0,full_bar,True,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,False,True,None,None,None,None,None,None,loud,True,casual,False,True,2,True,True,free
2402,4.0,full_bar,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,average,False,casual,False,True,1,True,True,no
2403,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,True,average,False,casual,False,True,2,True,True,no
2404,4.0,full_bar,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,average,True,casual,False,True,2,True,True,free
2405,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,average,True,casual,True,True,2,True,True,free
2406,3.5,full_bar,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,average,True,casual,False,True,1,False,True,no
2407,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,loud,True,casual,False,True,2,False,True,free
2408,2.0,None,False,False,False,False,False,False,False,False,False,False,True,None,None,None,None,None,None,True,False,False,False,False,False,False,None,False,casual,False,True,2,False,True,None
2409,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,loud,True,casual,False,True,2,False,True,no
2410,4.0,full_bar,True,False,False,False,False,False,False,False,False,None,True,False,False,True,False,False,None,True,False,False,False,False,False,True,None,True,casual,False,True,2,True,True,no
2411,3.0,None,False,False,False,False,False,False,False,False,False,True,None,False,True,False,False,False,False,True,None,None,None,None,None,None,quiet,False,casual,False,True,2,False,True,no
2412,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,None,False,True,False,False,False,True,True,False,True,True,True,False,False,average,True,casual,False,True,2,True,True,free
2413,3.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2414,4.0,full_bar,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,average,False,dressy,False,True,3,True,True,free
2415,1.5,None,False,False,False,False,False,False,False,False,False,None,True,False,False,False,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,2,False,True,None
2416,3.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2417,3.0,None,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,quiet,True,casual,False,True,1,False,True,free
2418,3.0,None,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,average,False,casual,False,True,1,False,True,free
2419,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,average,False,casual,False,True,2,False,True,free
2420,3.0,full_bar,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,very_loud,True,casual,False,True,2,True,True,free
2421,4.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,False,casual,True,True,2,False,True,no
2422,3.5,None,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,None,None,None,None,None,None,average,True,casual,False,True,2,False,True,free
2423,3.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,True,casual,False,True,2,False,True,free
2424,3.5,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,None,None,None,None,None,None,None,None,loud,True,None,None,True,1,False,None,None
2425,3.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2426,2.5,None,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,average,False,casual,False,True,1,False,True,free
2427,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,average,False,casual,False,True,2,True,True,no
2428,3.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,average,True,casual,False,True,2,False,True,free
2429,4.5,full_bar,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False,False,False,False,False,False,True,False,True,average,True,casual,False,True,2,True,True,no
2430,4.0,full_bar,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,average,True,casual,False,True,2,True,True,free
2431,3.0,None,False,False,None,False,False,False,False,False,False,None,None,False,False,False,False,False,None,True,False,False,False,False,False,False,None,False,casual,True,True,2,True,True,free
2432,4.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,average,True,casual,False,True,2,True,True,no
2433,2.5,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,None,True,False,False,True,True,False,True,None,False,casual,False,True,2,True,True,free
2434,4.0,full_bar,False,False,None,False,False,False,False,False,False,None,None,False,False,False,False,False,None,False,None,None,None,None,None,None,None,None,casual,False,True,2,False,True,None
2435,4.5,None,True,False,False,False,False,False,False,False,False,None,True,False,True,False,False,False,True,True,None,None,None,None,None,None,average,True,casual,False,True,2,False,True,no
2436,5.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2437,3.5,full_bar,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,None,None,None,None,None,None,None,None,loud,False,None,None,True,1,False,None,None
2438,2.5,full_bar,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,False,None,None,None,None,None,None,None,True,casual,None,True,None,None,True,None
2439,3.5,None,False,False,False,False,False,False,False,False,False,None,True,False,False,False,False,False,None,True,False,False,False,False,False,False,None,None,None,False,True,3,True,True,free
2440,4.0,beer_and_wine,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,average,True,casual,False,True,1,False,True,free
2441,3.0,full_bar,False,False,False,False,False,False,False,True,False,True,None,False,True,False,False,False,False,True,False,False,False,True,False,False,average,True,casual,False,True,2,True,True,free
2442,4.5,full_bar,False,False,False,False,False,False,False,False,None,None,True,False,False,True,False,False,None,True,None,None,None,None,None,None,average,False,casual,True,True,1,True,True,free
2443,3.5,full_bar,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,average,True,casual,False,True,2,False,True,free
2444,3.5,full_bar,False,False,False,False,False,False,False,False,False,False,None,False,False,False,False,False,None,True,None,None,None,None,None,None,average,True,casual,False,True,2,True,True,no
2445,4.5,None,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,True,average,False,casual,True,False,2,False,True,free
2446,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,average,True,casual,False,True,2,False,True,free
2447,4.0,full_bar,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,loud,True,casual,False,True,2,False,True,free
2448,4.0,full_bar,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,None,False,False,False,False,False,False,False,average,False,casual,False,True,2,False,False,None
2449,3.0,beer_and_wine,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,None,None,None,None,None,None,average,False,casual,False,True,2,False,True,free
2450,3.0,full_bar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,loud,True,casual,False,True,2,True,True,free
2451,1.5,None,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,None,True,None,None,None,None,None,None,loud,False,casual,False,True,1,False,True,no
2452,4.0,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,average,False,casual,True,True,2,True,True,free
2453,4.0,full_bar,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,loud,False,casual,False,True,2,False,True,free
2454,4.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,average,False,casual,False,True,1,False,False,no
2455,4.0,None,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,average,False,casual,False,True,2,False,True,no
2456,2.5,full_bar,False,False,None,False,False,False,False,False,False,True,None,True,False,True,False,False,False,False,None,None,None,None,None,None,very_loud,True,dressy,False,True,2,True,True,free
2457,3.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,None,None,casual,None,True,1,False,True,None
2458,4.0,full_bar,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,average,True,casual,False,True,2,True,True,free
2459,4.5,None,None,None,None,None,None,None,None,None,None,None,True,None,None,None,None,None,None,None,None,None,None,None,None,None,average,None,None,None,None,1,None,None,None
